Index	chr	start	end	name	PeakID	gname	blacklist
17878	chr8	91100832	91102832	ENSG00000214954	ENSG00000214954	LRRC69	0
17879	chr8	91208494	91210494	ENSG00000147606	ENSG00000147606	SLC26A7	0
17880	chr8	92102286	92104286	ENSG00000079102	ENSG00000079102	RUNX1T1	0
17881	chr8	93016673	93018673	ENSG00000205133	ENSG00000205133	TRIQK	0
17882	chr8	93697561	93699561	ENSG00000188343	ENSG00000188343	FAM92A1	0
17883	chr8	93740017	93742017	ENSG00000183808	ENSG00000183808	RBM12B	0
17884	chr8	93753844	93755844	ENSG00000164953	ENSG00000164953	TMEM67	0
17885	chr8	93856807	93858807	ENSG00000164951	ENSG00000164951	PDP1	0
17886	chr8	94216303	94218303	ENSG00000079112	ENSG00000079112	CDH17	0
17887	chr8	94261350	94263350	ENSG00000164949	ENSG00000164949	GEM	0
17888	chr8	94435952	94437952	ENSG00000265817	ENSG00000265817	FSBP	0
17889	chr8	94474109	94476109	ENSG00000197275	ENSG00000197275	RAD54B	0
17890	chr8	94552529	94554529	ENSG00000164944	ENSG00000164944	KIAA1429	0
17891	chr8	94640074	94642074	ENSG00000104413	ENSG00000104413	ESRP1	0
17892	chr8	94718703	94720703	ENSG00000156162	ENSG00000156162	DPY19L4	0
17893	chr8	94812311	94814311	ENSG00000164941	ENSG00000164941	INTS8	0
17894	chr8	94894767	94896767	ENSG00000156170	ENSG00000156170	NDUFAF6	0
17895	chr8	94895678	94897678	ENSG00000175305	ENSG00000175305	CCNE2	0
17896	chr8	94948411	94950411	ENSG00000164938	ENSG00000164938	TP53INP1	0
17897	chr8	95132804	95134804	ENSG00000175895	ENSG00000175895	PLEKHF2	0
17898	chr8	95268201	95270201	ENSG00000156172	ENSG00000156172	C8orf37	0
17899	chr8	96159792	96161792	ENSG00000156466	ENSG00000156466	GDF6	0
17900	chr8	96234634	96236634	ENSG00000156467	ENSG00000156467	UQCRB	0
17901	chr8	96260610	96262610	ENSG00000156469	ENSG00000156469	MTERFD1	0
17902	chr8	96260715	96262715	ENSG00000156471	ENSG00000156471	PTDSS1	0
17903	chr8	96492351	96494351	ENSG00000169439	ENSG00000169439	SDC2	0
17904	chr8	96644227	96646227	ENSG00000104324	ENSG00000104324	CPQ	0
17905	chr8	97276964	97278964	ENSG00000180543	ENSG00000180543	TSPYL5	0
17906	chr8	97643179	97645179	ENSG00000147649	ENSG00000147649	MTDH	0
17907	chr8	97774057	97776057	ENSG00000104341	ENSG00000104341	LAPTM4B	0
17908	chr8	97867840	97869840	ENSG00000132561	ENSG00000132561	MATN2	0
17909	chr8	98045469	98047469	ENSG00000156482	ENSG00000156482	RPL30	0
17910	chr8	98063311	98065311	ENSG00000177459	ENSG00000177459	ERICH5	0
17911	chr8	98116241	98118241	ENSG00000132541	ENSG00000132541	HRSP12	0
17912	chr8	98116297	98118297	ENSG00000104356	ENSG00000104356	POP1	0
17913	chr8	98293393	98295393	ENSG00000104361	ENSG00000104361	NIPAL2	0
17914	chr8	98426022	98428022	ENSG00000156486	ENSG00000156486	KCNS2	0
17915	chr8	98941827	98943827	ENSG00000104375	ENSG00000104375	STK3	0
17916	chr8	98943403	98945403	ENSG00000164920	ENSG00000164920	OSR2	0
17917	chr8	99012266	99014266	ENSG00000132549	ENSG00000132549	VPS13B	0
17918	chr8	99893062	99895062	ENSG00000164919	ENSG00000164919	COX6C	0
17919	chr8	100130268	100132268	ENSG00000132554	ENSG00000132554	RGS22	0
17920	chr8	100144800	100146800	ENSG00000156509	ENSG00000156509	FBXO43	0
17921	chr8	100149584	100151584	ENSG00000147669	ENSG00000147669	POLR2K	0
17922	chr8	100156906	100158906	ENSG00000104450	ENSG00000104450	SPAG1	0
17923	chr8	100409015	100411015	ENSG00000034677	ENSG00000034677	RNF19A	0
17924	chr8	100558784	100560784	ENSG00000186106	ENSG00000186106	ANKRD46	0
17925	chr8	100662415	100664415	ENSG00000174226	ENSG00000174226	SNX31	0
17926	chr8	100721809	100723809	ENSG00000070756	ENSG00000070756	PABPC1	0
17927	chr8	100952388	100954388	ENSG00000164924	ENSG00000164924	YWHAZ	0
17928	chr8	101205193	101207193	ENSG00000120963	ENSG00000120963	ZNF706	0
17929	chr8	101491432	101493432	ENSG00000083307	ENSG00000083307	GRHL2	0
17930	chr8	102123907	102125907	ENSG00000104490	ENSG00000104490	NCALD	0
17931	chr8	102238118	102240118	ENSG00000048392	ENSG00000048392	RRM2B	0
17932	chr8	102411841	102413841	ENSG00000104517	ENSG00000104517	UBR5	0
17933	chr8	102527740	102529740	ENSG00000253633	ENSG00000253633	KB-1980E6.3	0
17934	chr8	102550572	102552572	ENSG00000155087	ENSG00000155087	ODF1	0
17935	chr8	102654902	102656902	ENSG00000155090	ENSG00000155090	KLF10	0
17936	chr8	102863300	102865300	ENSG00000253320	ENSG00000253320	KB-1507C5.2	0
17937	chr8	102892864	102894864	ENSG00000155096	ENSG00000155096	AZIN1	0
17938	chr8	103020063	103022063	ENSG00000155097	ENSG00000155097	ATP6V1C1	0
17939	chr8	103139710	103141710	ENSG00000164929	ENSG00000164929	BAALC	0
17940	chr8	103140475	103142475	ENSG00000236939	ENSG00000236939	BAALCOS	0
17941	chr8	103297433	103299433	ENSG00000164930	ENSG00000164930	FZD6	0
17942	chr8	103370515	103372515	ENSG00000164932	ENSG00000164932	CTHRC1	0
17943	chr8	103413714	103415714	ENSG00000164934	ENSG00000164934	DCAF13	0
17944	chr8	103414189	103416189	ENSG00000164933	ENSG00000164933	SLC25A32	0
17945	chr8	103499748	103501748	ENSG00000176406	ENSG00000176406	RIMS2	0
17946	chr8	104338087	104340087	ENSG00000164935	ENSG00000164935	DCSTAMP	0
17947	chr8	104466053	104468053	ENSG00000147647	ENSG00000147647	DPYS	0
17948	chr8	104588024	104590024	ENSG00000147650	ENSG00000147650	LRP12	0
17949	chr8	104589733	104591733	ENSG00000169946	ENSG00000169946	ZFPM2	0
17950	chr8	106269178	106271178	ENSG00000164830	ENSG00000164830	OXR1	0
17951	chr8	106769245	106771245	ENSG00000174429	ENSG00000174429	ABRA	0
17952	chr8	107497055	107499055	ENSG00000154188	ENSG00000154188	ANGPT1	0
17953	chr8	108082648	108084648	ENSG00000147655	ENSG00000147655	RSPO2	0
17954	chr8	108434333	108436333	ENSG00000104408	ENSG00000104408	EIF3E	0
17955	chr8	108442601	108444601	ENSG00000104412	ENSG00000104412	EMC2	0
17956	chr8	108786615	108788615	ENSG00000164841	ENSG00000164841	TMEM74	0
17957	chr8	109085621	109087621	ENSG00000174417	ENSG00000174417	TRHR	0
17958	chr8	109333324	109335324	ENSG00000120533	ENSG00000120533	ENY2	0
17959	chr8	109333385	109335385	ENSG00000120526	ENSG00000120526	NUDCD1	0
17960	chr8	109361477	109363477	ENSG00000205038	ENSG00000205038	PKHD1L1	0
17961	chr8	109538711	109540711	ENSG00000147654	ENSG00000147654	EBAG9	0
17962	chr8	109643115	109645115	ENSG00000248050	ENSG00000248050	RP11-422N16.3	0
17963	chr8	109690791	109692791	ENSG00000147642	ENSG00000147642	SYBU	0
17964	chr8	109974847	109976847	ENSG00000164794	ENSG00000164794	KCNV1	0
17965	chr8	113436099	113438099	ENSG00000164796	ENSG00000164796	CSMD3	0
17966	chr8	113599310	113601310	ENSG00000253207	ENSG00000253207	RP11-67H2.1	0
17967	chr8	115808673	115810673	ENSG00000104447	ENSG00000104447	TRPS1	0
17968	chr8	116765503	116767503	ENSG00000147679	ENSG00000147679	UTP23	0
17969	chr8	116765925	116767925	ENSG00000147677	ENSG00000147677	EIF3H	0
17970	chr8	116873866	116875866	ENSG00000164754	ENSG00000164754	RAD21	0
17971	chr8	116937199	116939199	ENSG00000205002	ENSG00000205002	AARD	0
17972	chr8	116949273	116951273	ENSG00000164756	ENSG00000164756	SLC30A8	0
17973	chr8	117519713	117521713	ENSG00000164758	ENSG00000164758	MED30	0
17974	chr8	118110853	118112853	ENSG00000182197	ENSG00000182197	EXT1	0
17975	chr8	118281139	118283139	ENSG00000225885	ENSG00000225885	AC023590.1	0
17976	chr8	118620995	118622995	ENSG00000177570	ENSG00000177570	SAMD12	0
17977	chr8	118951200	118953200	ENSG00000164761	ENSG00000164761	TNFRSF11B	0
17978	chr8	118994452	118996452	ENSG00000184374	ENSG00000184374	COLEC10	0
17979	chr8	119164034	119166034	ENSG00000147676	ENSG00000147676	MAL2	0
17980	chr8	119415306	119417306	ENSG00000136999	ENSG00000136999	NOV	0
17981	chr8	119672453	119674453	ENSG00000136960	ENSG00000136960	ENPP2	0
17982	chr8	119831863	119833863	ENSG00000064313	ENSG00000064313	TAF2	0
17983	chr8	119855010	119857010	ENSG00000136982	ENSG00000136982	DSCC1	0
17984	chr8	119872717	119874717	ENSG00000155792	ENSG00000155792	DEPTOR	0
17985	chr8	120058780	120060780	ENSG00000187955	ENSG00000187955	COL14A1	0
17986	chr8	120444400	120446400	ENSG00000172167	ENSG00000172167	MTBP	0
17987	chr8	120444402	120446402	ENSG00000172172	ENSG00000172172	MRPL13	0
17988	chr8	120812273	120814273	ENSG00000172164	ENSG00000172164	SNTB1	0
17989	chr8	121640390	121642390	ENSG00000170961	ENSG00000170961	HAS2	0
17990	chr8	122780394	122782394	ENSG00000178764	ENSG00000178764	ZHX2	0
17991	chr8	123040968	123042968	ENSG00000156787	ENSG00000156787	TBC1D31	0
17992	chr8	123041423	123043423	ENSG00000136986	ENSG00000136986	DERL1	0
17993	chr8	123177960	123179960	ENSG00000147689	ENSG00000147689	FAM83A	0
17994	chr8	123240398	123242398	ENSG00000189376	ENSG00000189376	C8orf76	0
17995	chr8	123273487	123275487	ENSG00000259305	ENSG00000259305	ZHX1-C8orf76	0
17996	chr8	123274541	123276541	ENSG00000165156	ENSG00000165156	ZHX1	0
17997	chr8	123415350	123417350	ENSG00000156802	ENSG00000156802	ATAD2	0
17998	chr8	123415725	123417725	ENSG00000156795	ENSG00000156795	WDYHV1	0
17999	chr8	123540206	123542206	ENSG00000156804	ENSG00000156804	FBXO32	0
18000	chr8	123651950	123653950	ENSG00000175946	ENSG00000175946	KLHL38	0
18001	chr8	123736407	123738407	ENSG00000104537	ENSG00000104537	ANXA13	0
18002	chr8	123767456	123769456	ENSG00000176853	ENSG00000176853	FAM91A1	0
18003	chr8	123850987	123852987	ENSG00000214814	ENSG00000214814	FER1L6	0
18004	chr8	124371692	124373692	ENSG00000164983	ENSG00000164983	TMEM65	0
18005	chr8	124449820	124451820	ENSG00000183665	ENSG00000183665	TRMT12	0
18006	chr8	124473738	124475738	ENSG00000170881	ENSG00000170881	RNF139	0
18007	chr8	124538103	124540103	ENSG00000147684	ENSG00000147684	NDUFB9	0
18008	chr8	124538458	124540458	ENSG00000147687	ENSG00000147687	TATDN1	0
18009	chr8	124727429	124729429	ENSG00000170873	ENSG00000170873	MTSS1	0
18010	chr8	124972298	124974298	ENSG00000180938	ENSG00000180938	ZNF572	0
18011	chr8	124997497	124999497	ENSG00000104549	ENSG00000104549	SQLE	0
18012	chr8	125090679	125092679	ENSG00000156831	ENSG00000156831	NSMCE2	0
18013	chr8	125090840	125092840	ENSG00000164961	ENSG00000164961	KIAA0196	0
18014	chr8	125429321	125431321	ENSG00000173334	ENSG00000173334	TRIB1	0
18015	chr8	126557393	126559393	ENSG00000168672	ENSG00000168672	FAM84B	0
18016	chr8	127413290	127415290	ENSG00000212993	ENSG00000212993	POU5F1B	0
18017	chr8	127734434	127736434	ENSG00000136997	ENSG00000136997	MYC	0
18018	chr8	129785888	129787888	ENSG00000147697	ENSG00000147697	GSDMC	0
18019	chr8	130016129	130018129	ENSG00000153310	ENSG00000153310	FAM49B	0
18020	chr8	130442660	130444660	ENSG00000153317	ENSG00000153317	ASAP1	0
18021	chr8	131041426	131043426	ENSG00000155897	ENSG00000155897	ADCY8	0
18022	chr8	131903088	131905088	ENSG00000132294	ENSG00000132294	EFR3A	0
18023	chr8	132084655	132086655	ENSG00000258417	ENSG00000258417	OC90	0
18024	chr8	132110159	132112159	ENSG00000132297	ENSG00000132297	HHLA1	0
18025	chr8	132479953	132481953	ENSG00000184156	ENSG00000184156	KCNQ3	0
18026	chr8	132674617	132676617	ENSG00000129295	ENSG00000129295	LRRC6	0
18027	chr8	132759712	132761712	ENSG00000165071	ENSG00000165071	TMEM71	0
18028	chr8	132774358	132776358	ENSG00000129292	ENSG00000129292	PHF20L1	0
18029	chr8	132865958	132867958	ENSG00000042832	ENSG00000042832	TG	0
18030	chr8	133102054	133104054	ENSG00000155926	ENSG00000155926	SLA	0
18031	chr8	133190039	133192039	ENSG00000104415	ENSG00000104415	WISP1	0
18032	chr8	133301022	133303022	ENSG00000104419	ENSG00000104419	NDRG1	0
18033	chr8	133570940	133572940	ENSG00000008513	ENSG00000008513	ST3GAL1	0
18034	chr8	134712049	134714049	ENSG00000066827	ENSG00000066827	ZFAT	0
18035	chr8	135456457	135458457	ENSG00000131773	ENSG00000131773	KHDRBS3	0
18036	chr8	138495822	138497822	ENSG00000147724	ENSG00000147724	FAM135B	0
18037	chr8	138913006	138915006	ENSG00000169436	ENSG00000169436	COL22A1	0
18038	chr8	139702056	139704056	ENSG00000169427	ENSG00000169427	KCNK9	0
18039	chr8	139930172	139932172	ENSG00000250733	ENSG00000250733	C8orf17	0
18040	chr8	140457579	140459579	ENSG00000167632	ENSG00000167632	TRAPPC9	0
18041	chr8	140510298	140512298	ENSG00000104472	ENSG00000104472	CHRAC1	0
18042	chr8	140634619	140636619	ENSG00000123908	ENSG00000123908	AGO2	0
18043	chr8	141001216	141003216	ENSG00000169398	ENSG00000169398	PTK2	0
18044	chr8	141116278	141118278	ENSG00000105339	ENSG00000105339	DENND3	0
18045	chr8	141253565	141255565	ENSG00000254019	ENSG00000254019	RP11-10J21.3	0
18046	chr8	141307305	141309305	ENSG00000022567	ENSG00000022567	SLC45A4	0
18047	chr8	141366267	141368267	ENSG00000204882	ENSG00000204882	GPR20	0
18048	chr8	141390993	141392993	ENSG00000184489	ENSG00000184489	PTP4A3	0
18049	chr8	141513638	141515638	ENSG00000226490	ENSG00000226490	AC138647.1	0
18050	chr8	142402240	142404240	ENSG00000171045	ENSG00000171045	TSNARE1	0
18051	chr8	142448430	142450430	ENSG00000181790	ENSG00000181790	BAI1	0
18052	chr8	142613472	142615472	ENSG00000198576	ENSG00000198576	ARC	0
18053	chr8	142669308	142671308	ENSG00000167653	ENSG00000167653	PSCA	0
18054	chr8	142680968	142682968	ENSG00000234616	ENSG00000234616	JRK	0
18055	chr8	142699111	142701111	ENSG00000160886	ENSG00000160886	LY6K	0
18056	chr8	142726203	142728203	ENSG00000130193	ENSG00000130193	THEM6	0
18057	chr8	142741411	142743411	ENSG00000126233	ENSG00000126233	SLURP1	0
18058	chr8	142751534	142753534	ENSG00000197353	ENSG00000197353	LYPD2	0
18059	chr8	142777224	142779224	ENSG00000180155	ENSG00000180155	LYNX1	0
18060	chr8	142785592	142787592	ENSG00000167656	ENSG00000167656	LY6D	0
18061	chr8	142833247	142835247	ENSG00000104499	ENSG00000104499	GML	0
18062	chr8	142878846	142880846	ENSG00000160882	ENSG00000160882	CYP11B1	0
18063	chr8	142916843	142918843	ENSG00000179142	ENSG00000179142	CYP11B2	0
18064	chr8	143016982	143018982	ENSG00000160932	ENSG00000160932	LY6E	0
18065	chr8	143038209	143040209	ENSG00000177335	ENSG00000177335	C8orf31	0
18066	chr8	143079457	143081457	ENSG00000261667	ENSG00000261667	RP11-520P18.5	0
18067	chr8	143159711	143161711	ENSG00000176956	ENSG00000176956	LY6H	0
18068	chr8	143246110	143248110	ENSG00000264668	ENSG00000264668	ZFP41	0
18069	chr8	143266433	143268433	ENSG00000250571	ENSG00000250571	GLI4	0
18070	chr8	143288676	143290676	ENSG00000185730	ENSG00000185730	ZNF696	0
18071	chr8	143358979	143360979	ENSG00000184428	ENSG00000184428	TOP1MT	0
18072	chr8	143367855	143369855	ENSG00000158106	ENSG00000158106	RHPN1	0
18073	chr8	143429406	143431406	ENSG00000182759	ENSG00000182759	MAFA	0
18074	chr8	143540453	143542453	ENSG00000014164	ENSG00000014164	ZC3H3	0
18075	chr8	143552207	143554207	ENSG00000104518	ENSG00000104518	GSDMD	0
18076	chr8	143571971	143573971	ENSG00000204839	ENSG00000204839	MROH6	0
18077	chr8	143577649	143579649	ENSG00000147813	ENSG00000147813	NAPRT1	0
18078	chr8	143596835	143598835	ENSG00000179886	ENSG00000179886	TIGD5	0
18079	chr8	143598541	143600541	ENSG00000104529	ENSG00000104529	EEF1D	0
18080	chr8	143608773	143610773	ENSG00000104524	ENSG00000104524	PYCRL	0
18081	chr8	143617048	143619048	ENSG00000104522	ENSG00000104522	TSTA3	0
18082	chr8	143635013	143637013	ENSG00000183309	ENSG00000183309	ZNF623	0
18083	chr8	143683452	143685452	ENSG00000181135	ENSG00000181135	ZNF707	0
18084	chr8	143707109	143709109	ENSG00000255181	ENSG00000255181	CCDC166	0
18085	chr8	143715259	143717259	ENSG00000181085	ENSG00000181085	MAPK15	0
18086	chr8	143732801	143734801	ENSG00000180921	ENSG00000180921	FAM83H	0
18087	chr8	143814379	143816379	ENSG00000180900	ENSG00000180900	SCRIB	0
18088	chr8	143828859	143830859	ENSG00000179950	ENSG00000179950	PUF60	0
18089	chr8	143839974	143841974	ENSG00000185189	ENSG00000185189	NRBP2	0
18090	chr8	143877464	143879464	ENSG00000261150	ENSG00000261150	EPPK1	0
18091	chr8	143975734	143977734	ENSG00000178209	ENSG00000178209	PLEC	0
18092	chr8	143989058	143991058	ENSG00000178719	ENSG00000178719	GRINA	0
18093	chr8	144011414	144013414	ENSG00000186583	ENSG00000186583	SPATC1	0
18094	chr8	144011772	144013772	ENSG00000178685	ENSG00000178685	PARP10	0
18095	chr8	144062832	144064832	ENSG00000178814	ENSG00000178814	OPLAH	0
18096	chr8	144077626	144079626	ENSG00000178896	ENSG00000178896	EXOSC4	0
18097	chr8	144081590	144083590	ENSG00000197858	ENSG00000197858	GPAA1	0
18098	chr8	144094027	144096027	ENSG00000179091	ENSG00000179091	CYC1	0
18099	chr8	144103499	144105499	ENSG00000179632	ENSG00000179632	MAF1	0
18100	chr8	144106726	144108726	ENSG00000179698	ENSG00000179698	KIAA1875	0
18101	chr8	144107124	144109124	ENSG00000179526	ENSG00000179526	SHARPIN	0
18102	chr8	144136769	144138769	ENSG00000235173	ENSG00000235173	FAM203A	0
18103	chr8	144147016	144149016	ENSG00000179832	ENSG00000179832	MROH1	0
18104	chr8	144265560	144267560	ENSG00000260428	ENSG00000260428	SCXB	0
18105	chr8	144290370	144292370	ENSG00000261236	ENSG00000261236	BOP1	0
18106	chr8	144290591	144292591	ENSG00000185122	ENSG00000185122	HSF1	0
18107	chr8	144325910	144327910	ENSG00000185000	ENSG00000185000	DGAT1	0
18108	chr8	144335281	144337281	ENSG00000261678	ENSG00000261678	SCRT1	0
18109	chr8	144353135	144355135	ENSG00000185803	ENSG00000185803	SLC52A2	0
18110	chr8	144354609	144356609	ENSG00000271698	ENSG00000271698	TMEM249	0
18111	chr8	144358376	144360376	ENSG00000182325	ENSG00000182325	FBXL6	0
18112	chr8	144372101	144374101	ENSG00000173137	ENSG00000173137	ADCK5	0
18113	chr8	144408349	144410349	ENSG00000071894	ENSG00000071894	CPSF1	0
18114	chr8	144415895	144417895	ENSG00000147804	ENSG00000147804	SLC39A4	0
18115	chr8	144427563	144429563	ENSG00000160948	ENSG00000160948	VPS28	0
18116	chr8	144443444	144445444	ENSG00000160949	ENSG00000160949	TONSL	0
18117	chr8	144464677	144466677	ENSG00000187954	ENSG00000187954	CYHR1	0
18118	chr8	144465043	144467043	ENSG00000167702	ENSG00000167702	KIFC2	0
18119	chr8	144475335	144477335	ENSG00000160973	ENSG00000160973	FOXH1	0
18120	chr8	144476969	144478969	ENSG00000160972	ENSG00000160972	PPP1R16A	0
18121	chr8	144501973	144503973	ENSG00000167701	ENSG00000167701	GPT	0
18122	chr8	144508074	144510074	ENSG00000167700	ENSG00000167700	MFSD3	0
18123	chr8	144516845	144518845	ENSG00000160957	ENSG00000160957	RECQL4	0
18124	chr8	144516992	144518992	ENSG00000160959	ENSG00000160959	LRRC14	0
18125	chr8	144526032	144528032	ENSG00000254402	ENSG00000254402	LRRC24	0
18126	chr8	144528132	144530132	ENSG00000213563	ENSG00000213563	C8orf82	0
18127	chr8	144604816	144606816	ENSG00000147799	ENSG00000147799	ARHGAP39	0
18128	chr8	144755417	144757417	ENSG00000198169	ENSG00000198169	ZNF251	0
18129	chr8	144786345	144788345	ENSG00000196378	ENSG00000196378	ZNF34	0
18130	chr8	144791587	144793587	ENSG00000161016	ENSG00000161016	RPL8	0
18131	chr8	144797876	144799876	ENSG00000197363	ENSG00000197363	ZNF517	0
18132	chr8	144826464	144828464	ENSG00000147789	ENSG00000147789	ZNF7	0
18133	chr8	144852736	144854736	ENSG00000170619	ENSG00000170619	COMMD5	0
18134	chr8	144901168	144903168	ENSG00000196150	ENSG00000196150	ZNF250	0
18135	chr8	144949888	144951888	ENSG00000170631	ENSG00000170631	ZNF16	0
18136	chr8	145051378	145053378	ENSG00000182307	ENSG00000182307	C8orf33	0
18137	chr9	117204	119204	ENSG00000170122	ENSG00000170122	FOXD4	0
18138	chr9	178147	180147	ENSG00000172785	ENSG00000172785	CBWD1	0
18139	chr9	213854	215854	ENSG00000107099	ENSG00000107099	DOCK8	0
18140	chr9	214741	216741	ENSG00000183784	ENSG00000183784	C9orf66	0
18141	chr9	469291	471291	ENSG00000107104	ENSG00000107104	KANK1	0
18142	chr9	840690	842690	ENSG00000137090	ENSG00000137090	DMRT1	0
18143	chr9	975964	977964	ENSG00000064218	ENSG00000064218	DMRT3	0
18144	chr9	1049354	1051354	ENSG00000173253	ENSG00000173253	DMRT2	0
18145	chr9	2014219	2016219	ENSG00000080503	ENSG00000080503	SMARCA2	0
18146	chr9	2620834	2622834	ENSG00000147852	ENSG00000147852	VLDLR	0
18147	chr9	2716502	2718502	ENSG00000168263	ENSG00000168263	KCNV2	0
18148	chr9	2843241	2845241	ENSG00000080608	ENSG00000080608	KIAA0020	0
18149	chr9	3525004	3527004	ENSG00000080298	ENSG00000080298	RFX3	0
18150	chr9	4347392	4349392	ENSG00000107249	ENSG00000107249	GLIS3	0
18151	chr9	4489444	4491444	ENSG00000106688	ENSG00000106688	SLC1A1	0
18152	chr9	4661315	4663315	ENSG00000205808	ENSG00000205808	PPAPDC2	0
18153	chr9	4665674	4667674	ENSG00000106686	ENSG00000106686	SPATA6L	0
18154	chr9	4678559	4680559	ENSG00000106993	ENSG00000106993	CDC37L1	0
18155	chr9	4741043	4743043	ENSG00000147853	ENSG00000147853	AK3	0
18156	chr9	4791869	4793869	ENSG00000120158	ENSG00000120158	RCL1	0
18157	chr9	4984033	4986033	ENSG00000096968	ENSG00000096968	JAK2	0
18158	chr9	5184668	5186668	ENSG00000120210	ENSG00000120210	INSL6	0
18159	chr9	5230419	5232419	ENSG00000120211	ENSG00000120211	INSL4	0
18160	chr9	5303969	5305969	ENSG00000107014	ENSG00000107014	RLN2	0
18161	chr9	5338873	5340873	ENSG00000107018	ENSG00000107018	RLN1	0
18162	chr9	5436878	5438878	ENSG00000107020	ENSG00000107020	PLGRKT	0
18163	chr9	5449503	5451503	ENSG00000120217	ENSG00000120217	CD274	0
18164	chr9	5509570	5511570	ENSG00000197646	ENSG00000197646	PDCD1LG2	0
18165	chr9	5628025	5630025	ENSG00000107036	ENSG00000107036	KIAA1432	0
18166	chr9	5832117	5834117	ENSG00000099219	ENSG00000099219	ERMP1	0
18167	chr9	5889802	5891802	ENSG00000120215	ENSG00000120215	MLANA	0
18168	chr9	6006901	6008901	ENSG00000183354	ENSG00000183354	KIAA2026	0
18169	chr9	6014625	6016625	ENSG00000137040	ENSG00000137040	RANBP6	0
18170	chr9	6214786	6216786	ENSG00000137033	ENSG00000137033	IL33	0
18171	chr9	6327375	6329375	ENSG00000170777	ENSG00000170777	TPD52L3	0
18172	chr9	6412151	6414151	ENSG00000147854	ENSG00000147854	UHRF2	0
18173	chr9	6644650	6646650	ENSG00000178445	ENSG00000178445	GLDC	0
18174	chr9	6756641	6758641	ENSG00000107077	ENSG00000107077	KDM4C	0
18175	chr9	7887380	7889380	ENSG00000137038	ENSG00000137038	TMEM261	0
18176	chr9	10611723	10613723	ENSG00000153707	ENSG00000153707	PTPRD	0
18177	chr9	12684439	12686439	ENSG00000107165	ENSG00000107165	TYRP1	0
18178	chr9	12774021	12776021	ENSG00000153714	ENSG00000153714	LURAP1L	0
18179	chr9	13278590	13280590	ENSG00000107186	ENSG00000107186	MPDZ	0
18180	chr9	14397983	14399983	ENSG00000147862	ENSG00000147862	NFIB	0
18181	chr9	14692471	14694471	ENSG00000175893	ENSG00000175893	ZDHHC21	0
18182	chr9	14721717	14723717	ENSG00000147869	ENSG00000147869	CER1	0
18183	chr9	14909995	14911995	ENSG00000164946	ENSG00000164946	FREM1	0
18184	chr9	15306360	15308360	ENSG00000155158	ENSG00000155158	TTC39B	0
18185	chr9	15421704	15423704	ENSG00000164975	ENSG00000164975	SNAPC3	0
18186	chr9	15510019	15512019	ENSG00000164985	ENSG00000164985	PSIP1	0
18187	chr9	15551897	15553897	ENSG00000164989	ENSG00000164989	CCDC171	0
18188	chr9	16275313	16277313	ENSG00000205549	ENSG00000205549	C9orf92	0
18189	chr9	16869843	16871843	ENSG00000173068	ENSG00000173068	BNC2	0
18190	chr9	17133982	17135982	ENSG00000044459	ENSG00000044459	CNTLN	0
18191	chr9	17578082	17580082	ENSG00000107295	ENSG00000107295	SH3GL2	0
18192	chr9	18472894	18474894	ENSG00000178031	ENSG00000178031	ADAMTSL1	0
18193	chr9	19048354	19050354	ENSG00000155875	ENSG00000155875	FAM154A	0
18194	chr9	19048395	19050395	ENSG00000155876	ENSG00000155876	RRAGA	0
18195	chr9	19102119	19104119	ENSG00000147874	ENSG00000147874	HAUS6	0
18196	chr9	19148290	19150290	ENSG00000147872	ENSG00000147872	PLIN2	0
18197	chr9	19229435	19231435	ENSG00000137145	ENSG00000137145	DENND4C	0
18198	chr9	19379254	19381254	ENSG00000137154	ENSG00000137154	RPS6	0
18199	chr9	19408059	19410059	ENSG00000177076	ENSG00000177076	ACER2	0
18200	chr9	19785928	19787928	ENSG00000155886	ENSG00000155886	SLC24A2	0
18201	chr9	20621543	20623543	ENSG00000171843	ENSG00000171843	MLLT3	0
18202	chr9	20657309	20659309	ENSG00000188352	ENSG00000188352	FOCAD	0
18203	chr9	21030636	21032636	ENSG00000188921	ENSG00000188921	PTPLAD2	0
18204	chr9	21076963	21078963	ENSG00000171855	ENSG00000171855	IFNB1	0
18205	chr9	21141145	21143145	ENSG00000177047	ENSG00000177047	IFNW1	0
18206	chr9	21165660	21167660	ENSG00000137080	ENSG00000137080	IFNA21	0
18207	chr9	21186671	21188671	ENSG00000236637	ENSG00000236637	IFNA4	0
18208	chr9	21201205	21203205	ENSG00000214042	ENSG00000214042	IFNA7	0
18209	chr9	21206143	21208143	ENSG00000186803	ENSG00000186803	IFNA10	0
18210	chr9	21216311	21218311	ENSG00000147885	ENSG00000147885	IFNA16	0
18211	chr9	21227222	21229222	ENSG00000234829	ENSG00000234829	IFNA17	0
18212	chr9	21238991	21240991	ENSG00000228083	ENSG00000228083	IFNA14	0
18213	chr9	21304312	21306312	ENSG00000147873	ENSG00000147873	IFNA5	0
18214	chr9	21334380	21336380	ENSG00000198642	ENSG00000198642	KLHL9	0
18215	chr9	21350378	21352378	ENSG00000120235	ENSG00000120235	IFNA6	0
18216	chr9	21367962	21369962	ENSG00000233816	ENSG00000233816	IFNA13	0
18217	chr9	21384388	21386388	ENSG00000188379	ENSG00000188379	IFNA2	0
18218	chr9	21408147	21410147	ENSG00000120242	ENSG00000120242	IFNA8	0
